START,-853,?,375
0,-853,?,375
1,-853,?,376
2,-853,?,374
3,-852,?,375
4,-854,?,375
5,-853,?,377
6,-852,?,376
7,-854,?,376
8,-853,?,373
9,-852,?,374
10,-854,?,374
11,-851,?,375
12,-855,?,375
13,-853,?,378
14,-852,?,377
15,-854,?,377
16,-851,?,376
17,-855,?,376
18,-853,?,372
19,-854,?,373
20,-851,?,374
21,-855,?,374
22,-850,?,375
23,-856,?,375
24,-853,?,379
25,-852,?,378
26,-854,?,378
27,-851,?,377
28,-855,?,377
29,-850,?,376
30,-856,?,376
31,-853,?,371
32,-852,?,372
33,-854,?,372
34,-855,?,373
35,-851,?,373
36,-850,?,374
37,-856,?,374
38,-849,?,375
39,-857,?,375
40,-853,?,380
41,-852,?,379
42,-854,?,379
43,-851,?,378
44,-855,?,378
45,-850,?,377
46,-856,?,377
47,-849,?,376
48,-857,?,376
49,-853,?,370
50,-852,?,371
51,-854,?,371
52,-851,?,372
53,-855,?,372
54,-856,?,373
55,-850,?,373
56,-849,?,374
57,-857,?,374
58,-848,?,375
59,-858,?,375
60,-853,?,381
61,-852,?,380
62,-854,?,380
63,-851,?,379
64,-855,?,379
65,-850,?,378
66,-856,?,378
67,-849,?,377
68,-857,?,377
69,-848,?,376
70,-858,?,376
71,-853,?,369
72,-852,?,370
73,-854,?,370
74,-851,?,371
75,-855,?,371
76,-850,?,372
77,-856,?,372
78,-857,?,373
79,-849,?,373
80,-848,?,374
81,-858,?,374
82,-847,?,375
83,-859,?,375
84,-853,?,382
85,-852,?,381
86,-854,?,381
87,-851,?,380
88,-855,?,380
89,-850,?,379
90,-856,?,379
91,-849,?,378
92,-857,?,378
93,-848,?,377
94,-858,?,377
95,-847,?,376
96,-859,?,376
97,-853,?,368
98,-852,?,369
99,-854,?,369
100,-851,?,370
101,-855,?,370
102,-850,?,371
103,-856,?,371
104,-849,?,372
105,-857,?,372
106,-858,?,373
107,-848,?,373
108,-847,?,374
109,-859,?,374
110,-846,?,375
111,-860,?,375
112,-853,?,383
113,-852,?,382
114,-854,?,382
115,-851,?,381
116,-855,?,381
117,-850,?,380
118,-856,?,380
119,-849,?,379
120,-857,?,379
121,-848,?,378
122,-858,?,378
123,-847,?,377
124,-859,?,377
125,-846,?,376
126,-860,?,376
127,-853,?,367
128,-852,?,368
129,-854,?,368
130,-851,?,369
131,-855,?,369
132,-850,?,370
133,-856,?,370
134,-849,?,371
135,-857,?,371
136,-848,?,372
137,-858,?,372
138,-859,?,373
139,-847,?,373
140,-846,?,374
141,-860,?,374
142,-845,?,375
143,-861,?,375
144,-853,?,384
145,-852,?,383
146,-854,?,383
147,-851,?,382
148,-855,?,382
149,-850,?,381
150,-856,?,381
151,-849,?,380
152,-857,?,380
153,-848,?,379
154,-858,?,379
155,-847,?,378
156,-859,?,378
157,-846,?,377
158,-860,?,377
159,-845,?,376
160,-861,?,376
161,-853,?,366
162,-852,?,367
163,-854,?,367
164,-851,?,368
165,-855,?,368
166,-850,?,369
167,-856,?,369
168,-849,?,370
169,-857,?,370
170,-848,?,371
171,-858,?,371
172,-847,?,372
173,-859,?,372
174,-860,?,373
175,-846,?,373
176,-845,?,374
177,-861,?,374
178,-844,?,375
179,-862,?,375
180,-853,?,385
181,-852,?,384
182,-854,?,384
183,-851,?,383
184,-855,?,383
185,-850,?,382
186,-856,?,382
187,-849,?,381
188,-857,?,381
189,-848,?,380
190,-858,?,380
191,-847,?,379
192,-859,?,379
193,-846,?,378
194,-860,?,378
195,-845,?,377
196,-861,?,377
197,-844,?,376
198,-862,?,376
199,-853,?,365
200,-852,?,366
201,-854,?,366
202,-851,?,367
203,-855,?,367
204,-850,?,368
205,-856,?,368
206,-849,?,369
207,-857,?,369
208,-848,?,370
209,-858,?,370
210,-847,?,371
211,-859,?,371
212,-846,?,372
213,-860,?,372
214,-861,?,373
215,-845,?,373
216,-844,?,374
217,-862,?,374
218,-843,?,375
219,-863,?,375
220,-853,?,386
221,-852,?,385
222,-854,?,385
223,-851,?,384
224,-855,?,384
225,-850,?,383
226,-856,?,383
227,-849,?,382
228,-857,?,382
229,-848,?,381
230,-858,?,381
231,-847,?,380
232,-859,?,380
233,-846,?,379
234,-860,?,379
235,-845,?,378
236,-861,?,378
237,-844,?,377
238,-862,?,377
239,-843,?,376
240,-863,?,376
241,-852,?,365
242,-854,?,365
243,-851,?,366
244,-855,?,366
245,-850,?,367
246,-856,?,367
247,-849,?,368
248,-857,?,368
249,-848,?,369
250,-858,?,369
251,-847,?,370
